temperature,humidity,working_hours,num_devices,industrial_load,population_density,energy_consumption
12.846342268182617,76.99245113559788,5.531654943750615,56.76321086021546,12.302207650717474,99.50764381407635,254.56183816213544
6.105440614888291,78.13179659279201,4.851410300563261,45.33128260320854,11.705199950324019,100.00850770060663,196.75540923427266
9.995432037480029,82.9741734986489,5.527885146071626,53.53540487860678,13.968496410073305,100.10460084058778,259.392270414717
11.444710226346748,82.53718044536116,5.939969669869063,60.36099519909819,11.000464299666,109.3843159592528,255.06205576152144
9.804331164344449,77.66832492967913,4.6317466109554655,48.21664930912037,8.345174182069037,95.18027266139526,198.72084814463324
10.135189183042636,78.44462256090794,4.709408597169601,49.03669463849327,11.707906479882865,96.60767136492099,209.02400374984518
12.81009328852916,80.24914116069209,6.094670410630696,55.39611352800913,18.029015885392422,117.83731366047776,298.77576492437146
10.708287490032122,80.04235524318155,6.295595088382112,57.405060223665544,9.988927790302393,126.45539847548747,228.03220996184754
8.807743494314732,82.94156419875858,5.375339319955707,44.85828343387169,9.839054131466133,94.72617271417379,204.2553739180355
9.74238260437075,81.57468129717888,4.71422261878637,59.60392464498982,15.889802181978318,116.56691728594541,284.36475519869447
8.330218758782134,80.17130278905007,4.213834311816466,50.72427284136747,4.3078053065935755,116.73445474708453,186.49619695654098
11.12769175632191,81.8846995596342,4.508486879449959,53.258352459178866,0.3694854762224429,89.67213389487428,188.0699736230079
8.968906979418572,80.23264857535108,5.180442638124598,47.27290229929706,18.144109299115147,104.76039229880423,255.4337206635432
9.801930445731388,81.20774874383382,4.078322242344609,42.24623671381584,3.694892567170573,84.52458853351777,173.22328406677448
8.336415609946538,84.34843793879352,4.769348861177573,37.70850350135677,1.364502466142404,79.95083596947974,142.65731792819435
8.420204940553727,84.78770297991703,5.378913930056381,49.421298033527556,5.884637037221454,90.51282673637702,191.3963126935761
10.250652200227936,80.9699247459906,4.509751676577588,45.97568780781908,6.6425132250537535,111.10824163313737,187.63833122650587
8.887675177790257,79.77254169174982,5.05744322543781,54.864647676610815,15.534405751032214,116.2657693956019,280.53260864088554
